row,subj,time,trial,stimulus,guess
463,92,1477408376368,2,BOOBBOBO,BBBOBBOB
464,92,1477408416551,3,OOOOOOBO,BOBBOBBB
465,92,1477408441975,4,OBBBOOBO,BBOBBOOB
466,93,1477408328313,0,OOOOOOBO,BOBBOOOB
467,93,1477408357694,1,OOBOOBOB,OOOOOOOO
468,93,1477408383253,2,OOBOOBOO,OOOOOOOO
469,93,1477408411237,3,OOOOOBOO,OOOOOOOO
470,93,1477408440100,4,OBBBOBOB,OOOOBBBB
471,94,1477408363532,0,OOOOOBOO,OBBOOOBB
472,94,1477408397907,1,OOOOOOBO,BOOOBBOO
473,94,1477408432113,2,BOOBOOBO,OBOOOOBO
474,94,1477408462735,3,BOOBOOBO,OBOOOOBO
475,94,1477408492526,4,BOOOBOBO,BOOBBOOO
476,95,1477408348623,0,BBBBBBBB,OOBBBBBB
477,95,1477408374438,1,BOOOOBBO,OBOOBOOB
478,95,1477408395355,2,BOOBBOOB,OBBOOOOO
479,95,1477408415318,3,OOBOBBBO,BBBBOOOB
480,95,1477408430702,4,BBOOBOBO,BBOOBBOB
481,96,1477408398494,0,OBBOBBOB,OOOBOBBB
482,96,1477408422815,1,BBBBOBOO,BBBBBBBB
483,96,1477408440149,2,BBBBBBBB,BBBBBBBB
484,96,1477408457186,3,BBOBOOBB,BBBOBBBB
485,96,1477408476034,4,OBBBBBBO,BBBBBBBB
486,97,1477419466533,0,OOOOOBOO,OOBOOOOB
487,97,1477419493242,1,OOBBBOOB,BOOOBBOB
488,97,1477419514553,2,OOOOOOBO,BBBOOOOB
489,97,1477419576464,3,OBBBBBBO,OOBBBBBB
490,97,1477419692967,4,BBBBBBOB,BBBBBBBO
491,98,1477408707572,0,OOOOOBOO,OBOOBOBO
492,98,1477408728115,1,OBBBOBOB,OBOBBOBO
493,98,1477408745780,2,BOOBOOBO,OOOOOOBO
494,98,1477408763963,3,OOBOOBOB,BBOBOBOO
495,98,1477408782231,4,OBBBOBOB,BOOOBOBO
496,99,1477408720040,0,OOBOOBOB,OBBBBBBB
497,99,1477408736218,1,OBBBOOBO,OBOOOBBB
498,99,1477408749170,2,BOOOBOBO,BBBBBBBB
499,99,1477408762044,3,OBBOOBOB,OBOBOBOB
500,99,1477408778809,4,OBBOOBBO,BOBOBOBO
501,100,1477408737552,0,BOOOOBBO,BBBOOOOO
502,100,1477408748411,1,BOOBBBBO,OBOOOOOB
503,100,1477408785998,2,BBOOOBBO,BBBBBOOB
504,100,1477408794642,3,OBBBOOBO,BOBBBBBB
505,100,1477408802324,4,BBBBOBOO,BBBBBBBB
506,101,1477409456440,0,BBBBBBBB,BBBBBBBB
507,101,1477409479334,1,OOBBOBOB,BOOOOOBB
508,101,1477409498728,2,OOOBOOBB,OOOOOOOO
509,101,1477409512328,3,BBBOOBOB,BBOBBOOB
510,101,1477409527594,4,OOBOOBOB,OOOOOOOO
511,102,1477408969779,0,OOBBOBOB,BBOBOOOB
512,102,1477409000200,1,OOOOOOOO,BOBBOOOO
513,102,1477409037585,2,BBOOOBBO,OBOOBOBB
514,102,1477409072360,3,BOOBBOOB,OBOOBBOO
515,102,1477409105695,4,BOOOBOBO,BBOBBBOB
516,103,1477408950824,0,BBOBOOBB,OBBBBBBO
517,103,1477408974470,1,BOOOBOBO,BBOBBBBB
518,103,1477408994698,2,BBOOOBBO,BOOOOBBB
519,103,1477409013839,3,BBBBBBOB,BBOOBBBB
520,103,1477409032931,4,OOBOOBOO,BBBBBOOO
521,104,1477408991071,0,OBOBBOOB,OOBBOBBO
522,104,1477409032411,1,OOOBBOBO,OOBOBBOO
523,104,1477409058401,2,BBBBOBOO,BBOBOOBO
524,104,1477409081791,3,OOBOBBBO,BOBBOOOO
525,104,1477409105335,4,OBOOOOOB,OBOBOOOB
526,105,1477408926052,0,OBBBBBBO,BBBBBBBB
527,105,1477409239182,1,OOBBOBOB,BBBBBBBB
528,105,1477409292325,2,OOBBOBOB,OOOOOOOO
529,105,1477409300351,3,OBBBBOOB,BOBOBOBO
530,105,1477409307935,4,OBBOBBOB,BBBBBBBB
531,106,1477408983885,0,BBOOOBBO,OOBOOOBB
532,106,1477409007980,1,BOOOBOBO,OOOOOBOB
533,106,1477409029271,2,BBBOOBOB,OBBBOOBO
534,106,1477409043828,3,BBBOBBOO,OBBBOBBB
535,106,1477409054904,4,OOOOOOOO,OBOOOOOO
536,107,1477409009536,0,BBOOBOBO,BBBBBBBB
537,107,1477409025580,1,OOBOBBBO,BBBBBBBB
538,107,1477409038562,2,OBBOBBOB,BBBBBBBB
539,107,1477409053272,3,OBBBBBBO,BBBBBBBB
540,107,1477409065988,4,BBBOBBOO,BBBBBBBB
541,108,1477409050460,0,OOOOOOOO,OBOBBOOO
542,108,1477409063117,1,BBOBOOBO,BOBOOBBO
543,108,1477409074500,2,BOOOOBBO,BOBOBBBO
544,108,1477409084676,3,OOBBOBOB,BBBOBBOO
545,108,1477409094899,4,OOBOOBOB,BOOBBOBO
546,109,1477409162315,0,BOOOBOBO,BOBOOBOB
547,109,1477409184855,1,OOBOOBOB,OOBOOBOO
548,109,1477409204235,2,BOOOOBBO,BOOBBBOB
549,109,1477409220122,3,BBBBBOBB,BOBBBOOB
550,109,1477409238501,4,BBOBOOBO,BBBOBOBO
551,110,1477409262160,0,OOOOOOBO,OBOOOOOB
552,110,1477409302235,1,OBBOOBBO,OOOBBBBO
553,110,1477409336442,2,BBBBBOBB,OOOBBBBB
554,110,1477409364161,3,OOOOOBOO,OOOOOOOO
555,110,1477409420735,4,OOOBBOBO,OOOOOBOO
556,111,1477409257615,0,BOOOBOBO,BOBBOOOO
557,111,1477409284234,1,BOOOBOBO,BOOOBOBO
558,111,1477409301939,2,OOOOOOOO,BOOOOOOO
559,111,1477409321545,3,OBBBBOOB,BOOBBBBO
560,111,1477409340964,4,OOOOBOBB,BOOOOBOO
561,112,1477409255573,0,BBOBBOBO,BBBBBOBB
562,112,1477409304989,1,BBOBOOBO,BBBBBBBO
563,112,1477409334290,2,BOOBOOBO,OBBBOOBO
564,112,1477409359626,3,BOOBOOBO,BBOOBOBO
565,112,1477409387976,4,BOOOOBBO,BBOBBBOO
566,113,1477409577773,0,BBBBBBOB,OBBBBBBO
567,113,1477409603460,1,OOBOBBOB,OOOOOBBB
568,113,1477409620964,2,OBOOOOOB,BOBOOOOO
569,113,1477409637652,3,OBBOBBOB,BOOOOOOO
570,113,1477409652622,4,OBBOBBOB,BOOOOOOO
571,114,1477409556334,0,OOBOOBOO,OOOOOBOO
572,114,1477409593159,1,OOBOBBBO,OOOOOBBO
573,114,1477409608698,2,BBBBBBBB,OOBBBBBB
574,114,1477409629501,3,BBOBOOOB,BOBOBBOO
575,114,1477409647412,4,OBBOOOOB,BOBOBOBO
576,115,1477409738554,0,BBOOOBBO,OBBBBOOB
577,115,1477409808060,1,OOOOBOBB,BBBOBBOB
578,115,1477409849085,2,BBOOOBBO,BBOOBBBO
579,115,1477409915111,3,BOOBBOBO,BBOOOOOB
580,115,1477409949052,4,BBBBBOBB,BBOOOOOO
581,116,1477409854963,0,BOOBOOBO,BBBBBOBO
582,116,1477409884136,1,BBOBBOBB,BBOOBOBB
583,116,1477409918685,2,BOBOOBBO,BBOOBBOO
584,116,1477409962597,3,BBOBOOOB,BOBOOBBB
585,116,1477409986591,4,BBOOOBBO,BBBOBBBB
586,117,1477410009446,0,OBBBBBBO,OOOBBBBB
587,117,1477410035073,1,BOBOOBBO,BOOBBBBB
588,117,1477410055053,2,BOOOOBBO,BBBBBOBB
589,117,1477410074172,3,BBOBOOBB,BBOOOOOB
590,117,1477410092797,4,BBBBBBBB,BOOBBBBB
591,118,1477410138338,0,BOOOBOBO,BOBOBBOO
592,118,1477410146601,1,OBBOBBOB,OBOBBOBO
593,118,1477410156034,2,BBOBBOBO,OBBOBOBO
594,118,1477410165978,3,BBBOBBOO,OBBBOBOO
595,118,1477410173602,4,BBBBOBOO,BOBBOOOB
596,119,1477410044865,0,BOOOOOOB,OBBOBBOB
597,119,1477410052801,1,BBBBBBOB,BBOOBBOO
598,119,1477410062059,2,OBBBBOOB,OOBBOOOB
599,119,1477410068702,3,OBBBOBOB,OOBBOOBB
600,119,1477410079803,4,OBBBOBOB,BOOOOBBO
601,120,1477410555956,0,OBBOOBOB,BOOBOOBB
602,120,1477410570541,1,OBBOOBBO,OOBBOBOB
603,120,1477410583355,2,BOOOOOOB,BOBBOOOB
604,120,1477410594863,3,BOOOOOOB,OBOOOOOO
605,120,1477410605384,4,BOBBBBBO,BBOOOOOO
606,121,1477410599953,0,OOBOBBBO,OBOBOOBO
607,121,1477410611021,1,OBBOBBOB,BOOOBOBO
608,121,1477410622327,2,OOBOOBOO,BOOBBOBO
609,121,1477410633062,3,OOOOOBOO,BOOBOOOB
610,121,1477410645053,4,BOOOBOBO,OBOBOOBO
611,122,1477410650334,0,OBBOBBOB,BBBBBOOB
612,122,1477410682590,1,BBOBOOBB,OOBBBOBB
613,122,1477410709581,2,OBOOOOOB,OOBBOOOO
614,122,1477410732813,3,BOOOBBOB,BBBBOOOO
615,122,1477410752161,4,OOOBOOBB,BBBOBOOB
616,123,1477410808018,0,OOBBOBOB,BOOOBOBB
617,123,1477410820123,1,OOOOOBOO,OBOOBBOB
618,123,1477410830799,2,BBOBBOBB,OOOOOOOO
619,123,1477410840396,3,OOBBBOOB,BOOOOOBO
620,123,1477410849362,4,OOBOBBBO,OOOOOOOO
621,124,1477411316700,0,OBBOBBOB,BOBOBBOB
622,124,1477411329444,1,OOOOOBOO,OBOOBOOB
623,124,1477411340059,2,OBBOOBOB,BBOBBOBO
624,124,1477411353038,3,BBOBOOOB,BOBOOOOB
625,124,1477411369579,4,BOOOBOBO,OOOBOOOO
626,125,1477411632606,0,BOBOOBBO,BOOOBBOO
627,125,1477411653260,1,OOOOOOOO,OOBOOOOO
628,125,1477411671548,2,BBBOOBOB,OOBBOOBB
629,125,1477411688485,3,BBOBOOBB,BBOOOBBO
630,125,1477411702823,4,BBBBOBOO,OBOBBBOO
631,126,1477412086459,0,BBOBOOOB,OBBBBBOO
632,126,1477412099490,1,BOOOOOOB,OBBOOBOO
633,126,1477412108954,2,BBOBOOBB,BOBBOBBO
634,126,1477412118345,3,OBBBBBBO,OBOBOBOB
635,126,1477412128049,4,OOBOBBOO,BOOOOOOO
636,127,1477412164136,0,BBOBBOBO,OBBOBOBB
637,127,1477412220512,1,BBBOOBOB,BOOOBOBB
638,127,1477412267239,2,OBBOOBOB,BBOOBBBO
639,127,1477412321543,3,OOBOBBOB,BOBOOBOO
640,127,1477412350038,4,OBBBOBOB,BOBBOOBO
641,128,1477412371422,0,BOOBBOBO,OBBOOOOO
642,128,1477412391793,1,BBOOOBBO,OOOOBBBO
643,128,1477412418206,2,BOOBBOBO,OBBBOOBO
644,128,1477412429083,3,OBBBBBBO,OOBOOBOB
645,128,1477412436316,4,BBOBOOBO,OBBOOOBO
646,129,1477414599295,0,BBOOBOBO,BBBBBBBB
647,129,1477414616151,1,BBBBOBOO,BOBBBBBO
648,129,1477414629881,2,OBBBOBOB,BOBBBOBB
649,129,1477414643338,3,OBBOOOOB,BOOOOOOO
650,129,1477414677451,4,OOOBBOBO,BOOOOOBO
651,130,1477414620420,0,OOOOOBOO,OOOBBBOO
652,130,1477414652565,1,BBBBOBOO,BBOBBBOO
653,130,1477414679323,2,OOBBOBOB,BBBBOBOO
654,130,1477414704378,3,OBBBOBOB,BBBBBOOO
655,130,1477414724839,4,OOBOBBBO,BBBBOOOO
656,131,1477415929080,0,OBBBOBOB,BBBBBOBB
657,131,1477415947029,1,OBOOOOOB,BBBBBBBB
658,131,1477415959871,2,OBOOOOOB,BBBBBBBB
659,131,1477415974247,3,OBBBOBOB,BBBBBBBB
660,131,1477415991640,4,OBBBBBBO,BBBBBBBB
661,132,1478129930989,0,BOOBOBBO,OBBOBOOO
662,132,1478129950930,1,OOOBBOOO,OBBBOOOO
663,132,1478129980410,2,OBOBBOOO,BOOOOBBB
664,132,1478129998836,3,BOBBBOBB,OBBBBBOO
665,132,1478130012180,4,OBOBOBBB,OBBOBOOO
666,133,1478130010115,0,OBOBOOBO,OBBOOBBO
667,133,1478130031863,1,BBOBOBBB,OBOOBBOO
668,133,1478130053534,2,OOOBOBOB,BOOBBOOO
669,133,1478130071967,3,BBBBBOBB,BOOBOBBB
670,133,1478130087525,4,BOOBOOBB,BBBOOBBO
671,134,1478129973173,0,BOOOBBBB,BBOOBBOB
672,134,1478129989927,1,OBBBOBBO,BBBBBBBB
673,134,1478130006163,2,BBBBBOOB,BBBBBBBB
674,134,1478130019610,3,OOBBOOOO,BBBBBBOB
675,134,1478130035177,4,BOOBOBBO,BOBOBOBO
676,135,1478130011799,0,OBOBOBBB,OOBOOBOB
677,135,1478130036468,1,OOBBBOOB,OBOBOOBO
678,135,1478130056139,2,OOOBBBOB,OBOOBBOO
679,135,1478130074401,3,OBBOBBBO,OOOBOOOO
680,135,1478130108230,4,BOOBBOBO,OOOOOBOO
681,136,1478130185488,0,BOBBBBBO,OBBOBOBB
682,136,1478130215938,1,BOBBOOBB,BBOBBOOB
683,136,1478130237764,2,BBOOBOBO,OBOOOBOO
684,136,1478130259881,3,OOBOOOBO,OOOOOOOO
685,136,1478130282452,4,BBOOBOBB,OBBOOBOB
686,137,1478130016742,0,BOOOBOOB,BOBOBOBO
687,137,1478130025242,1,OBOBOBOO,BOOBBOBO
688,137,1478130032649,2,BOOOBBOO,BOOBBBBO
689,137,1478130039928,3,BOBBBBOB,BOOBBOBB
690,137,1478130048408,4,BOBOBBBO,BOOOBBOO
691,138,1478130123671,0,OOBOBBBB,OOOBBBOO
692,138,1478130159615,1,OBBBOBBB,BOOBBBOB
693,138,1478130201951,2,OOBBBOBB,OOBOOOOB
694,138,1478130229167,3,OOOBBOBO,OOOOBBBB
695,138,1478130256863,4,OOBBBBOB,BOOBOBBO
696,139,1478130171552,0,OOOOOOBO,BBOOOOOO
697,139,1478130199111,1,BOBBOOBB,OBBOBBBB
698,139,1478130221052,2,OOBOOOOB,BOOBOBOO
699,139,1478130242708,3,BOBOBOBB,OOOOBOBO
700,139,1478130262052,4,BOOOBOOO,BOBBOBOO
701,140,1478130166113,0,OOBOOBBB,BOOOBBOO
702,140,1478130203277,1,OOOBBOBO,BOBBBBOB
703,140,1478130240608,2,BBBBBOBO,BOOOOOOO
704,140,1478130267830,3,BBBBBBOB,BOOBOOOO
705,140,1478130288643,4,OBOOOBOO,BBOBBOOB
706,141,1478130139903,0,OOOBOOOB,OBBOOBOB
707,141,1478130161475,1,OOBOBOOB,OBBBOOBB
708,141,1478130179551,2,BOOOOOOB,BOBBOBBB
709,141,1478130198052,3,OBBBOBOB,OOBOOOBB
710,141,1478130215020,4,OBBOOBBB,OOBBOBOB
711,142,1478130129171,0,BOOOBBBO,BBOBOBOB
712,142,1478130139995,1,OOBBBBOB,OBOBBBOO
713,142,1478130149427,2,OOOBBOOB,BBBBBOOO
714,142,1478130158316,3,OBBBBBOB,BOOOOOOO
715,142,1478130167451,4,OOBBBBOO,BBBBBBBB
716,143,1478130300293,0,BOBBOOBO,OOOOOOBB
717,143,1478130355674,1,BOBOOOBB,BOBBOBBB
718,143,1478130390386,2,BOBBBOBB,BBOOBOOB
719,143,1478130419162,3,OBBBBOOB,OBOBBOOB
720,143,1478130463006,4,BOOBBOOB,OOOBBOOO
721,144,1478130391035,0,OBOBOBOO,OOBBOBOB
722,144,1478130432820,1,BOOBBOOO,OOBBOOOB
723,144,1478130477704,2,OBOOBOOO,BBBBOOBO
724,144,1478130522157,3,BOBBOBBB,OOOBOBBO
725,144,1478130552357,4,BBBBBOBO,BOOBBOOB
726,145,1478130419773,0,OBBOOBOO,OOOOOOOO
727,145,1478130428276,1,OOOOOBOO,OOOOOOOO
728,145,1478130434303,2,OBBOBOOB,OOOOOOOO
729,145,1478130440092,3,BBBOBOOB,OOOOBBBB
730,145,1478130446620,4,BOOOBBOO,OOOOOBBB
731,146,1478130501549,0,OOBBBOBB,BBOOOBBB
732,146,1478130518614,1,OBBOBBBB,OOOBBBOO
733,146,1478130536261,2,BOBBOBBO,OBBBBBBB
734,146,1478130549463,3,OBBOOOOO,OOOBBBOO
735,146,1478130558969,4,OOBOBBBB,BBBBBBBB
736,147,1478130530227,0,OBOBOOOB,OOBBOBOO
737,147,1478130553258,1,BBBOBOBO,BBOBBOOO
738,147,1478130573627,2,OOOOOBBO,OBOOOOOB
739,147,1478130592046,3,OOOOOBBO,BOOOBOOB
740,147,1478130607368,4,BOBBOBOO,OOOOBOBB
741,148,1478130575939,0,OBBBBOOO,BOOBBBOO
742,148,1478130621874,1,BBBBBOBO,OBOBBBOO
743,148,1478130655267,2,BOOBBBOB,OOOOBOBO
744,148,1478130677026,3,OOOBBBOO,BOOOBBOO
745,148,1478130736202,4,OBOBBOBO,OOBBOOBO
746,149,1478130721339,0,OOOBOBBO,OBOBOOOO
747,149,1478130743556,1,BBOBBOOB,OOOBBBOB
748,149,1478130767652,2,OOOBOOOO,OOOBBBBB
749,149,1478130799437,3,OOOBBOOO,OBBBOOOO
750,149,1478130816414,4,BBBBOBOO,BBBOOBOB
751,150,1478130719125,0,OBOBOBBB,BBBBBBBB
752,150,1478130732204,1,OOOBBBBB,BBBBBBBB
753,150,1478130742660,2,OOBBOBBB,BBBBBBBB
754,150,1478130754412,3,OOOBBOBO,BOBOBOBO
755,150,1478130763564,4,BBBBOBBO,BBBBBBBB
756,151,1478130888487,0,BBBBOOOB,OBOOBBOO
757,151,1478130919622,1,BBBBOBOO,BBOOBOBB
758,151,1478130945655,2,OOBOOOBB,OOOBOBBO
759,151,1478130971629,3,BBOOBOOO,OBBOBBBO
760,151,1478131010293,4,BOBBOBOO,BBOOOBBB
761,152,1478131018241,0,BBBOBBBO,OBBBOOBO
762,152,1478131040828,1,BOOOOOOO,OBBOOOOO
763,152,1478131058859,2,OOBBBBBB,BOOBOBBB
764,152,1478131075029,3,OOBOOOOO,BOOBOOOO
765,152,1478131092213,4,BOBBOBOB,BBOOBBBB
766,153,1478131091393,0,BOBOBOBB,BBOOBOBO
767,153,1478131114553,1,OOBOBOOB,OBOOBOOB
768,153,1478131138272,2,BBOBBOOO,BBOBOOBO
769,153,1478131157072,3,OOBBOBBB,BOBOOOBO
770,153,1478131175625,4,OOOOBBOO,BOOBOBBB
771,154,1478131129858,0,BOBBBOBO,OBBOBBBB
772,154,1478131151496,1,OOBBOOOO,OOBOOOOO
773,154,1478131167745,2,BBBOOBOB,BBBBBBBB
774,154,1478131180012,3,OOBOOOBB,BBBBBBBB
775,154,1478131193890,4,OBOOOBOO,BBBBBBBB
776,155,1478131142066,0,OOOOOOOO,OBOOOOOO
777,155,1478131152970,1,BOOOOBOO,OBOBOOOB
778,155,1478131166594,2,BOOOOOOB,OOBOOOOO
779,155,1478131180170,3,OBBBOBOB,OBOBBOBO
780,155,1478131190066,4,BOBOOOBB,OBOBOOOO
781,156,1478131203131,0,BBBBOBOB,OOBBBOOO
782,156,1478131225367,1,BOBOBOBB,BBOBBOBO
783,156,1478131243382,2,OBBBBOBO,OBOBBBOB
784,156,1478131277392,3,BBOOOBBO,OOBOOOBO
785,156,1478131290288,4,BOOOOOOO,OOBOBBOO
786,157,1478131246863,0,BBOOOBBB,OBBOBOBB
787,157,1478131296008,1,BBOOBOOO,OBBBBBBO
788,157,1478131334678,2,BOBBOBOO,BBBBBOBB
789,157,1478131377161,3,BBBOBOOO,BBBBBBBB
790,157,1478131325046,0,OBOBBOBB,BBOBOBOO
791,158,1478131391135,1,BOOBOBBO,OOBBBBOO
792,158,1478131440660,2,OOBOBOBB,BBBBOBBO
793,158,1478131473964,3,BOBOBBOO,BBOBBOOO
794,158,1478131506898,4,BBOBOBOO,OOOBOBOO
795,158,1478131340527,0,BOBBOOOB,OOBOOOBB
796,159,1478131381621,1,BOOOOOBB,OOBBBBBB
797,159,1478131418061,2,BBOBOBOO,BOBBOBBO
798,159,1478131509302,3,BBOOBOOB,OOBOBBOB
799,159,1478131542952,4,BBOOBOOO,BOOOBBOB
800,159,1478131388685,0,BOOOBOOO,OBBOOOOO
801,160,1478131413296,1,OOOBOOOO,BBBBBBOO
802,160,1478131435961,2,OOOOBOOO,OBOBOBOB
803,160,1478131460119,3,OOBOOBOB,BBOOOOBO
804,160,1478131480356,4,OOOOBBBO,OOOBOBOB
805,160,1478131396273,0,OOOOBBBB,OOOOOBBB
806,161,1478131416442,1,BOOBBOBB,OBBOOBBO
807,161,1478131436954,2,OBOOBBBB,BOOOOBBB
808,161,1478131453999,3,OBOBBOBO,BOBBBBOO
809,161,1478131469982,4,OBBOOBOB,OOBBOOBO
810,161,1478131570191,0,BOOBOBBO,BOBBBOOO
811,162,1478131600520,1,OOBBOOBO,OBBOOBBB
812,162,1478131633814,2,OBOBBOOB,BBOOBBOO
813,162,1478131665249,3,BOBBBBOB,BBOOOOOO
814,162,1478131700747,4,OBBOOBOB,OBBOBBOO
815,162,1478131830914,0,BOBBOOBB,BBOBBOBB
816,163,1478131855368,1,OOBOBOOB,BBBBBBBB
817,163,1478131874943,2,BBBOBOOB,BBBBOBOO
818,163,1478131895721,3,BBOOBBOO,BOBOOBOO
819,163,1478131932402,4,OBOBOBBB,BOBBOBOB
820,163,1478131885611,0,BBBBBOBO,BOBBBBOO
821,164,1478131895517,1,BOBBBOOB,BOBBOBBO
822,164,1478131911398,2,OOBOOOBO,OBOBOBBO
823,164,1478131933086,3,OOOOOBOO,OBBOBBBO
824,164,1478131941892,4,OOBBBOBO,BOBOBBOB
825,164,1478131892375,0,BBOBOOBB,BBBBBBBB
826,165,1478131914680,1,OOBOOBBO,BOBOBBBB
827,165,1478131932519,2,OBOOBBOO,BOBBBOBO
828,165,1478131949118,3,OBOOOOBO,BOOBBBBB
829,165,1478131956907,4,OOBOOOBO,BBOOBOBB
830,165,1478132063886,0,BOOBOBBB,BOBBBOBB
831,166,1478132078486,1,BOOBBOOO,BOOBOOOO
832,166,1478132093529,2,BBBOOOOO,OBBOOBOB
833,166,1478132105493,3,BBBOBOBO,BBOOOBBB
834,166,1478132116930,4,BBOOBOOB,BBOOBOOO
835,166,1478132182538,0,BOBBBOOO,OBOBBBOB
836,167,1478132195260,1,OBOBOBBB,OBOOOBOO
837,167,1478132208511,2,OBOBBOBB,BOBOBOOB
838,167,1478132220844,3,OOOOBBOB,OBOOOOBO
839,167,1478132232532,4,OOBBBOBB,OBOBOBOO
840,167,1478132595767,0,OBOBOBOB,OBOOBOBB
841,168,1478132614319,1,BOBBBBOO,BOBOOBBO
842,168,1478132628691,2,BBBBBBOB,BOBBBBBO
843,168,1478132643302,3,OOBOOBOB,OBOBOOBO
844,168,1478132656837,4,OBBBBBOO,BOOBOOOO
845,168,1478132610831,0,OOBOBOBB,BBOBOOOO
846,169,1478132627361,1,BOOOOBOB,BOBBOOOO
847,169,1478132641020,2,OOOBBOOB,BOOOBBOO
848,169,1478132652309,3,OOOOOOBB,BBBBOOOB
849,169,1478132666571,4,BOBOBOOB,OOOBOBOO
850,169,1478133003146,0,OOOBOOBB,OOOOBOBO
851,170,1478133026280,1,OOBOBOOO,OOBOOBOB
852,170,1478133053226,2,BOOOOBOB,OOOBOBOO
853,170,1478133066556,3,BOOBBOOO,OOOBOOBO
854,170,1478133081525,4,OBBOOBBB,OOBOOBOB
855,170,1478133443724,0,BBBOOOBB,BBOBBBBO
856,171,1478133465978,1,BBOOBBBO,BBOBBBOO
857,171,1478133487945,2,BBBBOBBB,BBBOOOBB
858,171,1478133509067,3,BBBBBBBB,BBBOOOBB
859,171,1478133531926,4,OOBOOBBO,BBOBBBBO
860,171,1478133466693,0,BBBBOBOB,OBBBBOBB
861,172,1478133489427,1,BBOOBOBO,BBBBOOOO
862,172,1478133505861,2,BBOOOOBO,BBBBOOBO
863,172,1478133528556,3,BBBOOBOB,BBBBOOBO
864,172,1478133552152,4,OBBBBBOB,BOOBBBBB
865,172,1478134608892,0,BBBBOBBO,BBOBBOBB
866,173,1478134652618,1,BOOBOBOO,BBBOBOOB
867,173,1478134697795,2,OOBBOBOO,BBOBBOBO
868,173,1478134740966,3,BOOBBBBO,OOBOBOOB
869,173,1478134777502,4,BOOOBOBO,BBOBOBOB
870,173,1478559515097,0,BOOOOOOO,OBOOOOOO
871,174,1478559542064,1,OOBBBBOO,OOOBBBBB
872,174,1478559567752,2,BOOBBBOO,OBOOBBBO
873,174,1478559590221,3,BBBOBOBB,OBBBOBBO
874,174,1478559610863,4,OBBOBOOB,OBBBOBBO
875,174,1478559549888,0,BOOOOOBB,OOOOOOOO
876,175,1478559580743,1,OOBBOOBO,BBOBBBBB
877,175,1478559606463,2,OBBOBOBO,BOBOBOBO
878,175,1478559635682,3,BBBOOBBO,OBOOOOBB
879,175,1478559661253,4,BOBOOOBO,OBOBBOOB
880,175,1478559489222,0,OOOBOBBB,OOBOBBBB
881,176,1478559507061,1,OOOBBOOB,OBBBBBOO
882,176,1478559527179,2,BBOOOOBB,OBBOOBOO
883,176,1478559545907,3,OBBBBOOO,OOOOOOOO
884,176,1478559559173,4,OBOBOOOO,OBOBBBBB
885,176,1478559580125,0,BBOBOOOO,OOBBBBBB
886,177,1478559614527,1,BBOBOBOB,BBOBOBOO
887,177,1478559641130,2,OBOBBOBB,BOOBOOOO
888,177,1478559669353,3,OOOOOBBO,BBBOOOBB
889,177,1478559736689,4,BOBOOBOO,BOBOBBOO
890,177,1478559656798,0,BBOOOOBB,BBBOBBOB
891,178,1478559682013,1,BBBOOOBO,OBOBOOBB
892,178,1478559713761,2,OOBBBOBO,BBBBOBBB
893,178,1478559733952,3,BOBBBOBB,BBBBBBBB
894,178,1478559753776,4,OBBBOBBO,OOOOOOOO
895,178,1478559674031,0,OBBBOBBO,BOOOBOOO
896,179,1478559698240,1,BOBOOBOB,OOBOBBOO
897,179,1478559716973,2,BBBBOOOO,OBOBOBOO
898,179,1478559738692,3,BOBOOOBB,BOBOBBBO
899,179,1478559759305,4,BBOOOBOO,BBBOBOBO
900,179,1478559658117,0,BBBOBOBB,OOBBBBBO
901,180,1478559674189,1,OBBBBOBB,OOOBBBBO
902,180,1478559690588,2,OOOBBBBO,OOOOOOBB
903,180,1478559702300,3,OOBOOOOO,OOOOBBOO
904,180,1478559719180,4,BBBOBOOO,OBOOOOOB
905,180,1478560605278,0,OOBOBOOO,BOOBOOBB
906,181,1478561104382,1,BOBOBBOB,BOOOOOBB
907,181,1478561762254,2,OBOOOOBB,OBOOBBOB
908,181,1478562257950,3,BOBBBBOB,OOBOBOOO
909,181,1478562465125,4,OOBOBOOB,OOBOBBBO
910,181,1478559749390,0,BOBBOBOB,OBBBBBBB
911,182,1478559765122,1,BOBBBBBB,BBBBBBBB
912,182,1478559780839,2,OOOOOOOB,BBOOOOOO
913,182,1478559798733,3,OBOBOBBO,BOOOOBOB
914,182,1478559815550,4,OBOOBBOB,BOOBOOOO
915,182,1478559842313,0,OOOOBBBO,OOOOOOBB
916,183,1478559866786,1,OOOBBBOB,OOOOBBBO
917,183,1478559878644,2,BBBOOBOO,OBBBOBBO
918,183,1478559889318,3,BOBBBOOB,OOBBOOBO
919,183,1478559899650,4,OBBBOBBB,OBBOBOBB
920,183,1478559860650,0,OBOBBBBO,OOOBOOOO
921,184,1478559886844,1,BOOOBBBB,OOBOOBOO
922,184,1478559908665,2,OOOOBBOB,OBBBBOOB
923,184,1478559931521,3,BBBBOBBB,OBOOOBBO
924,184,1478559953232,4,BOBOOOOO,BBOBBOOB
925,184,1478559851392,0,OOOOBBOB,OBOBOBOO
926,185,1478559869247,1,BOOBBBBB,OBOOBBBB
927,185,1478559883791,2,OOBOOBBB,BOBBBOBB
928,185,1478559899615,3,BBBBBOBO,BOOBOBOB
