binli@binli-HP-Z420-Workstation:~/Desktop/BinCalGitDir/Fleet/Models/KidAlgo$ ./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --threads=4 --top=10000 --time=1h
-37.6749	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RBB/,/RB,GBGBGBGB"
-32.9252	"//B/,/,B/,///RB,GBGBGBGBGB/B/,/,B/,//RB//,/RB,"
-33.6183	"//B/,/,B/,///RB,GBGBGBGBGB/B/,/,B/,//RB//,/RB,GB"
-34.3115	"//B/,/,B/,///RB,GBGBGBGBGB/B/,/,B/,//RB//,/RB,GBGB"
-35.5955	"//B/,/,B/,///RB,GBGBGBGBGB/B/,/,B/,//RBB/,/RB,"
-36.2886	"//B/,/,B/,///RB,GBGBGBGBGB/B/,/,B/,//RBB/,/RB,GB"
-36.9818	"//B/,/,B/,///RB,GBGBGBGBGB/B/,/,B/,//RBB/,/RB,GBGB"
-33.6183	"//B/,/,B/,///RB,GBGBGBGBGBGB/B/,/,B/,//RB//,/RB,"
-34.3115	"//B/,/,B/,///RB,GBGBGBGBGBGB/B/,/,B/,//RB//,/RB,GB"
-35.0046	"//B/,/,B/,///RB,GBGBGBGBGBGB/B/,/,B/,//RB//,/RB,GBGB"
-36.2886	"//B/,/,B/,///RB,GBGBGBGBGBGB/B/,/,B/,//RBB/,/RB,"
-36.9818	"//B/,/,B/,///RB,GBGBGBGBGBGB/B/,/,B/,//RBB/,/RB,GB"
-37.6749	"//B/,/,B/,///RB,GBGBGBGBGBGB/B/,/,B/,//RBB/,/RB,GBGB"
-34.3115	"//B/,/,B/,///RB,GBGBGBGBGBGBGB/B/,/,B/,//RB//,/RB,"
-35.3723	"//B/,/,B/,///RB,GBGBGBGBGBGBGB/B/,/,B/,//RB//,/RB,GB"
-36.9818	"//B/,/,B/,///RB,GBGBGBGBGBGBGB/B/,/,B/,//RBB/,/RB,"
-35.3723	"//B/,/,B/,///RB,GBGBGBGBGBGBGBGB/B/,/,B/,//RB//,/RB,"
-29.3173	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,"
-30.0104	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GB"
-30.7036	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GBGB"
-31.3967	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GBGBGB"
-32.0899	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GBGBGBGB"
-32.783	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GBGBGBGBGB"
-33.4762	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GBGBGBGBGBGB"
-35.1743	"//G/,/,G/,///RB,GB/G/,/,G/,//RB//,/RB,GBGBGBGBGBGBGB"
-30.0104	"//G/,/,G/,///RB,GBGB/G/,/,G/,//RB//,/RB,"
-30.7036	"//G/,/,G/,///RB,GBGB/G/,/,G/,//RB//,/RB,GB"
-31.3967	"//G/,/,G/,///RB,GBGB/G/,/,G/,//RB//,/RB,GBGB"
-32.0899	"//G/,/,G/,///RB,GBGB/G/,/,G/,//RB//,/RB,GBGBGB"
-32.783	"//G/,/,G/,///RB,GBGB/G/,/,G/,//RB//,/RB,GBGBGBGB"
-33.4762	"//G/,/,G/,///RB,GBGB/G/,/,G/,//RB//,/RB,GBGBGBGBGB"
-30.7036	"//G/,/,G/,///RB,GBGBGB/G/,/,G/,//RB//,/RB,"
-31.3967	"//G/,/,G/,///RB,GBGBGB/G/,/,G/,//RB//,/RB,GB"
-32.0899	"//G/,/,G/,///RB,GBGBGB/G/,/,G/,//RB//,/RB,GBGB"
-32.783	"//G/,/,G/,///RB,GBGBGB/G/,/,G/,//RB//,/RB,GBGBGB"
-33.4762	"//G/,/,G/,///RB,GBGBGB/G/,/,G/,//RB//,/RB,GBGBGBGB"
-35.1743	"//G/,/,G/,///RB,GBGBGB/G/,/,G/,//RB//,/RB,GBGBGBGBGB"
-31.3967	"//G/,/,G/,///RB,GBGBGBGB/G/,/,G/,//RB//,/RB,"
-32.0899	"//G/,/,G/,///RB,GBGBGBGB/G/,/,G/,//RB//,/RB,GB"
-32.783	"//G/,/,G/,///RB,GBGBGBGB/G/,/,G/,//RB//,/RB,GBGB"
-33.4762	"//G/,/,G/,///RB,GBGBGBGB/G/,/,G/,//RB//,/RB,GBGBGB"
-34.1693	"//G/,/,G/,///RB,GBGBGBGB/G/,/,G/,//RB//,/RB,GBGBGBGB"
-32.0899	"//G/,/,G/,///RB,GBGBGBGBGB/G/,/,G/,//RB//,/RB,"
-32.783	"//G/,/,G/,///RB,GBGBGBGBGB/G/,/,G/,//RB//,/RB,GB"
-33.4762	"//G/,/,G/,///RB,GBGBGBGBGB/G/,/,G/,//RB//,/RB,GBGB"
-32.783	"//G/,/,G/,///RB,GBGBGBGBGBGB/G/,/,G/,//RB//,/RB,"
-33.4762	"//G/,/,G/,///RB,GBGBGBGBGBGB/G/,/,G/,//RB//,/RB,GB"
-34.1693	"//G/,/,G/,///RB,GBGBGBGBGBGB/G/,/,G/,//RB//,/RB,GBGB"
-33.4762	"//G/,/,G/,///RB,GBGBGBGBGBGBGB/G/,/,G/,//RB//,/RB,"
-35.1743	"//G/,/,G/,///RB,GBGBGBGBGBGBGB/G/,/,G/,//RB//,/RB,GB"
-35.1743	"//G/,/,G/,///RB,GBGBGBGBGBGBGBGB/G/,/,G/,//RB//,/RB,"
-29.6369	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,"
-30.3301	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GB"
-31.0232	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GBGB"
-31.7164	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GBGBGB"
-32.4095	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GBGBGBGB"
-33.1027	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GBGBGBGBGB"
-33.7958	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GBGBGBGBGBGB"
-35.2599	"//R/,/,R/,///RB,GB/R/,/,R/,//RB//,/RB,GBGBGBGBGBGBGB"
-30.3301	"//R/,/,R/,///RB,GBGB/R/,/,R/,//RB//,/RB,"
-31.0232	"//R/,/,R/,///RB,GBGB/R/,/,R/,//RB//,/RB,GB"
-31.7164	"//R/,/,R/,///RB,GBGB/R/,/,R/,//RB//,/RB,GBGB"
-32.4095	"//R/,/,R/,///RB,GBGB/R/,/,R/,//RB//,/RB,GBGBGB"
-33.1027	"//R/,/,R/,///RB,GBGB/R/,/,R/,//RB//,/RB,GBGBGBGB"
-33.7958	"//R/,/,R/,///RB,GBGB/R/,/,R/,//RB//,/RB,GBGBGBGBGB"
-31.0232	"//R/,/,R/,///RB,GBGBGB/R/,/,R/,//RB//,/RB,"
-31.7164	"//R/,/,R/,///RB,GBGBGB/R/,/,R/,//RB//,/RB,GB"
-32.4095	"//R/,/,R/,///RB,GBGBGB/R/,/,R/,//RB//,/RB,GBGB"
-33.1027	"//R/,/,R/,///RB,GBGBGB/R/,/,R/,//RB//,/RB,GBGBGB"
-33.7958	"//R/,/,R/,///RB,GBGBGB/R/,/,R/,//RB//,/RB,GBGBGBGB"
-35.2599	"//R/,/,R/,///RB,GBGBGB/R/,/,R/,//RB//,/RB,GBGBGBGBGB"
-31.7164	"//R/,/,R/,///RB,GBGBGBGB/R/,/,R/,//RB//,/RB,"
-32.4095	"//R/,/,R/,///RB,GBGBGBGB/R/,/,R/,//RB//,/RB,GB"
-33.1027	"//R/,/,R/,///RB,GBGBGBGB/R/,/,R/,//RB//,/RB,GBGB"
-33.7958	"//R/,/,R/,///RB,GBGBGBGB/R/,/,R/,//RB//,/RB,GBGBGB"
-34.489	"//R/,/,R/,///RB,GBGBGBGB/R/,/,R/,//RB//,/RB,GBGBGBGB"
-32.4095	"//R/,/,R/,///RB,GBGBGBGBGB/R/,/,R/,//RB//,/RB,"
-33.1027	"//R/,/,R/,///RB,GBGBGBGBGB/R/,/,R/,//RB//,/RB,GB"
-33.7958	"//R/,/,R/,///RB,GBGBGBGBGB/R/,/,R/,//RB//,/RB,GBGB"
-33.1027	"//R/,/,R/,///RB,GBGBGBGBGBGB/R/,/,R/,//RB//,/RB,"
-33.7958	"//R/,/,R/,///RB,GBGBGBGBGBGB/R/,/,R/,//RB//,/RB,GB"
-34.489	"//R/,/,R/,///RB,GBGBGBGBGBGB/R/,/,R/,//RB//,/RB,GBGB"
-33.7958	"//R/,/,R/,///RB,GBGBGBGBGBGBGB/R/,/,R/,//RB//,/RB,"
-35.2599	"//R/,/,R/,///RB,GBGBGBGBGBGBGB/R/,/,R/,//RB//,/RB,GB"
-35.2599	"//R/,/,R/,///RB,GBGBGBGBGBGBGBGB/R/,/,R/,//RB//,/RB,"
-32.7175	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,"
-33.4107	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,GB"
-34.1038	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,GBGB"
-34.797	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,GBGBGB"
-35.4901	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,GBGBGBGB"
-36.1833	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,GBGBGBGBGB"
-36.8764	"/B//G,/B,/G,/B//RB,GB//G,/B,/G,/B/RBG/,/RB,GBGBGBGBGBGB"
-33.4107	"/B//G,/B,/G,/B//RB,GBGB//G,/B,/G,/B/RBG/,/RB,"
-34.1038	"/B//G,/B,/G,/B//RB,GBGB//G,/B,/G,/B/RBG/,/RB,GB"
-34.797	"/B//G,/B,/G,/B//RB,GBGB//G,/B,/G,/B/RBG/,/RB,GBGB"
-35.4901	"/B//G,/B,/G,/B//RB,GBGB//G,/B,/G,/B/RBG/,/RB,GBGBGB"
-36.1833	"/B//G,/B,/G,/B//RB,GBGB//G,/B,/G,/B/RBG/,/RB,GBGBGBGB"
-36.8764	"/B//G,/B,/G,/B//RB,GBGB//G,/B,/G,/B/RBG/,/RB,GBGBGBGBGB"
-34.1038	"/B//G,/B,/G,/B//RB,GBGBGB//G,/B,/G,/B/RBG/,/RB,"
-34.797	"/B//G,/B,/G,/B//RB,GBGBGB//G,/B,/G,/B/RBG/,/RB,GB"
-35.4901	"/B//G,/B,/G,/B//RB,GBGBGB//G,/B,/G,/B/RBG/,/RB,GBGB"
-36.1833	"/B//G,/B,/G,/B//RB,GBGBGB//G,/B,/G,/B/RBG/,/RB,GBGBGB"
-36.8764	"/B//G,/B,/G,/B//RB,GBGBGB//G,/B,/G,/B/RBG/,/RB,GBGBGBGB"
-34.797	"/B//G,/B,/G,/B//RB,GBGBGBGB//G,/B,/G,/B/RBG/,/RB,"
-35.4901	"/B//G,/B,/G,/B//RB,GBGBGBGB//G,/B,/G,/B/RBG/,/RB,GB"
-36.1833	"/B//G,/B,/G,/B//RB,GBGBGBGB//G,/B,/G,/B/RBG/,/RB,GBGB"
-36.8764	"/B//G,/B,/G,/B//RB,GBGBGBGB//G,/B,/G,/B/RBG/,/RB,GBGBGB"
-37.5696	"/B//G,/B,/G,/B//RB,GBGBGBGB//G,/B,/G,/B/RBG/,/RB,GBGBGBGB"
-35.4901	"/B//G,/B,/G,/B//RB,GBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,"
-36.1833	"/B//G,/B,/G,/B//RB,GBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,GB"
-36.8764	"/B//G,/B,/G,/B//RB,GBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,GBGB"
-36.1833	"/B//G,/B,/G,/B//RB,GBGBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,"
-36.8764	"/B//G,/B,/G,/B//RB,GBGBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,GB"
-37.5696	"/B//G,/B,/G,/B//RB,GBGBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,GBGB"
-36.8764	"/B//G,/B,/G,/B//RB,GBGBGBGBGBGBGB//G,/B,/G,/B/RBG/,/RB,"
-31.6189	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,"
-32.3121	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,GB"
-33.0052	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,GBGB"
-33.6984	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,GBGBGB"
-34.3915	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,GBGBGBGB"
-35.0846	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,GBGBGBGBGB"
-35.7778	"/B/B/,/B,B/,/B//RB,GB/B/,/B,B/,/B/RB//,/RB,GBGBGBGBGBGB"
-32.3121	"/B/B/,/B,B/,/B//RB,GBGB/B/,/B,B/,/B/RB//,/RB,"
-33.0052	"/B/B/,/B,B/,/B//RB,GBGB/B/,/B,B/,/B/RB//,/RB,GB"
-33.6984	"/B/B/,/B,B/,/B//RB,GBGB/B/,/B,B/,/B/RB//,/RB,GBGB"
-34.3915	"/B/B/,/B,B/,/B//RB,GBGB/B/,/B,B/,/B/RB//,/RB,GBGBGB"
-35.0846	"/B/B/,/B,B/,/B//RB,GBGB/B/,/B,B/,/B/RB//,/RB,GBGBGBGB"
-35.7778	"/B/B/,/B,B/,/B//RB,GBGB/B/,/B,B/,/B/RB//,/RB,GBGBGBGBGB"
-33.0052	"/B/B/,/B,B/,/B//RB,GBGBGB/B/,/B,B/,/B/RB//,/RB,"
-33.6984	"/B/B/,/B,B/,/B//RB,GBGBGB/B/,/B,B/,/B/RB//,/RB,GB"
-34.3915	"/B/B/,/B,B/,/B//RB,GBGBGB/B/,/B,B/,/B/RB//,/RB,GBGB"
-35.0846	"/B/B/,/B,B/,/B//RB,GBGBGB/B/,/B,B/,/B/RB//,/RB,GBGBGB"
-35.7778	"/B/B/,/B,B/,/B//RB,GBGBGB/B/,/B,B/,/B/RB//,/RB,GBGBGBGB"
-33.6984	"/B/B/,/B,B/,/B//RB,GBGBGBGB/B/,/B,B/,/B/RB//,/RB,"
-34.3915	"/B/B/,/B,B/,/B//RB,GBGBGBGB/B/,/B,B/,/B/RB//,/RB,GB"
-35.0846	"/B/B/,/B,B/,/B//RB,GBGBGBGB/B/,/B,B/,/B/RB//,/RB,GBGB"
-35.7778	"/B/B/,/B,B/,/B//RB,GBGBGBGB/B/,/B,B/,/B/RB//,/RB,GBGBGB"
-36.4709	"/B/B/,/B,B/,/B//RB,GBGBGBGB/B/,/B,B/,/B/RB//,/RB,GBGBGBGB"
-34.3915	"/B/B/,/B,B/,/B//RB,GBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,"
-35.0846	"/B/B/,/B,B/,/B//RB,GBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,GB"
-35.7778	"/B/B/,/B,B/,/B//RB,GBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,GBGB"
-35.0846	"/B/B/,/B,B/,/B//RB,GBGBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,"
-35.7778	"/B/B/,/B,B/,/B//RB,GBGBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,GB"
-36.4709	"/B/B/,/B,B/,/B//RB,GBGBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,GBGB"
-35.7778	"/B/B/,/B,B/,/B//RB,GBGBGBGBGBGBGB/B/,/B,B/,/B/RB//,/RB,"
-32.7175	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,"
-33.4107	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,GB"
-34.1038	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,GBGB"
-34.797	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,GBGBGB"
-35.4901	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,GBGBGBGB"
-36.1833	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,GBGBGBGBGB"
-36.8764	"/B/G/,/B,G/,/B//RB,GB/G/,/B,G/,/B/RB//,/RB,GBGBGBGBGBGB"
-33.4107	"/B/G/,/B,G/,/B//RB,GBGB/G/,/B,G/,/B/RB//,/RB,"
-34.1038	"/B/G/,/B,G/,/B//RB,GBGB/G/,/B,G/,/B/RB//,/RB,GB"
-34.797	"/B/G/,/B,G/,/B//RB,GBGB/G/,/B,G/,/B/RB//,/RB,GBGB"
-35.4901	"/B/G/,/B,G/,/B//RB,GBGB/G/,/B,G/,/B/RB//,/RB,GBGBGB"
-36.1833	"/B/G/,/B,G/,/B//RB,GBGB/G/,/B,G/,/B/RB//,/RB,GBGBGBGB"
-36.8764	"/B/G/,/B,G/,/B//RB,GBGB/G/,/B,G/,/B/RB//,/RB,GBGBGBGBGB"
-34.1038	"/B/G/,/B,G/,/B//RB,GBGBGB/G/,/B,G/,/B/RB//,/RB,"
-34.797	"/B/G/,/B,G/,/B//RB,GBGBGB/G/,/B,G/,/B/RB//,/RB,GB"
-35.4901	"/B/G/,/B,G/,/B//RB,GBGBGB/G/,/B,G/,/B/RB//,/RB,GBGB"
-36.1833	"/B/G/,/B,G/,/B//RB,GBGBGB/G/,/B,G/,/B/RB//,/RB,GBGBGB"
-36.8764	"/B/G/,/B,G/,/B//RB,GBGBGB/G/,/B,G/,/B/RB//,/RB,GBGBGBGB"
-34.797	"/B/G/,/B,G/,/B//RB,GBGBGBGB/G/,/B,G/,/B/RB//,/RB,"
-35.4901	"/B/G/,/B,G/,/B//RB,GBGBGBGB/G/,/B,G/,/B/RB//,/RB,GB"
-36.1833	"/B/G/,/B,G/,/B//RB,GBGBGBGB/G/,/B,G/,/B/RB//,/RB,GBGB"
-36.8764	"/B/G/,/B,G/,/B//RB,GBGBGBGB/G/,/B,G/,/B/RB//,/RB,GBGBGB"
-37.5696	"/B/G/,/B,G/,/B//RB,GBGBGBGB/G/,/B,G/,/B/RB//,/RB,GBGBGBGB"
-35.4901	"/B/G/,/B,G/,/B//RB,GBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,"
-36.1833	"/B/G/,/B,G/,/B//RB,GBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,GB"
-36.8764	"/B/G/,/B,G/,/B//RB,GBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,GBGB"
-36.1833	"/B/G/,/B,G/,/B//RB,GBGBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,"
-36.8764	"/B/G/,/B,G/,/B//RB,GBGBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,GB"
-37.5696	"/B/G/,/B,G/,/B//RB,GBGBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,GBGB"
-36.8764	"/B/G/,/B,G/,/B//RB,GBGBGBGBGBGBGB/G/,/B,G/,/B/RB//,/RB,"
-31.6189	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,"
-32.3121	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,GB"
-33.0052	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,GBGB"
-33.6984	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,GBGBGB"
-34.3915	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,GBGBGBGB"
-35.0846	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,GBGBGBGBGB"
-35.7778	"/B/R/,/B,R/,/B//RB,GB/R/,/B,R/,/B/RB//,/RB,GBGBGBGBGBGB"
-32.3121	"/B/R/,/B,R/,/B//RB,GBGB/R/,/B,R/,/B/RB//,/RB,"
-33.0052	"/B/R/,/B,R/,/B//RB,GBGB/R/,/B,R/,/B/RB//,/RB,GB"
-33.6984	"/B/R/,/B,R/,/B//RB,GBGB/R/,/B,R/,/B/RB//,/RB,GBGB"
-34.3915	"/B/R/,/B,R/,/B//RB,GBGB/R/,/B,R/,/B/RB//,/RB,GBGBGB"
-35.0846	"/B/R/,/B,R/,/B//RB,GBGB/R/,/B,R/,/B/RB//,/RB,GBGBGBGB"
-35.7778	"/B/R/,/B,R/,/B//RB,GBGB/R/,/B,R/,/B/RB//,/RB,GBGBGBGBGB"
-33.0052	"/B/R/,/B,R/,/B//RB,GBGBGB/R/,/B,R/,/B/RB//,/RB,"
-33.6984	"/B/R/,/B,R/,/B//RB,GBGBGB/R/,/B,R/,/B/RB//,/RB,GB"
-34.3915	"/B/R/,/B,R/,/B//RB,GBGBGB/R/,/B,R/,/B/RB//,/RB,GBGB"
-35.0846	"/B/R/,/B,R/,/B//RB,GBGBGB/R/,/B,R/,/B/RB//,/RB,GBGBGB"
-35.7778	"/B/R/,/B,R/,/B//RB,GBGBGB/R/,/B,R/,/B/RB//,/RB,GBGBGBGB"
-33.6984	"/B/R/,/B,R/,/B//RB,GBGBGBGB/R/,/B,R/,/B/RB//,/RB,"
-34.3915	"/B/R/,/B,R/,/B//RB,GBGBGBGB/R/,/B,R/,/B/RB//,/RB,GB"
-35.0846	"/B/R/,/B,R/,/B//RB,GBGBGBGB/R/,/B,R/,/B/RB//,/RB,GBGB"
-35.7778	"/B/R/,/B,R/,/B//RB,GBGBGBGB/R/,/B,R/,/B/RB//,/RB,GBGBGB"
-36.4709	"/B/R/,/B,R/,/B//RB,GBGBGBGB/R/,/B,R/,/B/RB//,/RB,GBGBGBGB"
-34.3915	"/B/R/,/B,R/,/B//RB,GBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,"
-35.0846	"/B/R/,/B,R/,/B//RB,GBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,GB"
-35.7778	"/B/R/,/B,R/,/B//RB,GBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,GBGB"
-35.0846	"/B/R/,/B,R/,/B//RB,GBGBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,"
-35.7778	"/B/R/,/B,R/,/B//RB,GBGBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,GB"
-36.4709	"/B/R/,/B,R/,/B//RB,GBGBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,GBGB"
-35.7778	"/B/R/,/B,R/,/B//RB,GBGBGBGBGBGBGB/R/,/B,R/,/B/RB//,/RB,"
-34.9023	"/G//,/G,/RB,/,/RB,GB/,/RB,GB/,/RB,"
-35.5955	"/G//,/G,/RB,/,/RB,GB/,/RB,GB/,/RB,GB"
-36.2886	"/G//,/G,/RB,/,/RB,GB/,/RB,GB/,/RB,GBGB"
-36.9818	"/G//,/G,/RB,/,/RB,GB/,/RB,GB/,/RB,GBGBGB"
-37.6749	"/G//,/G,/RB,/,/RB,GB/,/RB,GB/,/RB,GBGBGBGB"
-35.5955	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGB/,/RB,"
-36.2886	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGB/,/RB,GB"
-36.9818	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGB/,/RB,GBGB"
-37.6749	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGB/,/RB,GBGBGB"
-36.2886	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGBGB/,/RB,"
-36.9818	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGBGB/,/RB,GB"
-37.6749	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGBGB/,/RB,GBGB"
-36.9818	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGBGBGB/,/RB,"
-37.6749	"/G//,/G,/RB,/,/RB,GB/,/RB,GBGBGBGBGB/,/RB,"
-35.5955	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GB/,/RB,"
-36.2886	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GB/,/RB,GB"
-36.9818	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GB/,/RB,GBGB"
-36.2886	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GBGB/,/RB,"
-36.9818	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GBGB/,/RB,GB"
-36.9818	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GBGBGB/,/RB,"
-37.6749	"/G//,/G,/RB,/,/RB,GBGB/,/RB,GBGBGB/,/RB,GB"
-36.2886	"/G//,/G,/RB,/,/RB,GBGBGB/,/RB,GB/,/RB,"
-36.9818	"/G//,/G,/RB,/,/RB,GBGBGB/,/RB,GB/,/RB,GB"
-36.9818	"/G//,/G,/RB,/,/RB,GBGBGB/,/RB,GBGB/,/RB,"
-37.6749	"/G//,/G,/RB,/,/RB,GBGBGB/,/RB,GBGB/,/RB,GB"
-37.6749	"/G//,/G,/RB,/,/RB,GBGBGB/,/RB,GBGBGB/,/RB,"
-36.9818	"/G//,/G,/RB,/,/RB,GBGBGBGB/,/RB,GB/,/RB,"
-31.6189	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,"
-32.3121	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,GB"
-33.0052	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,GBGB"
-33.6984	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,GBGBGB"
-34.3915	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,GBGBGBGB"
-35.0846	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,GBGBGBGBGB"
-35.7778	"/G//B,/G,/B,/G//RB,GB//B,/G,/B,/G/RBB/,/RB,GBGBGBGBGBGB"
-32.3121	"/G//B,/G,/B,/G//RB,GBGB//B,/G,/B,/G/RBB/,/RB,"
-33.0052	"/G//B,/G,/B,/G//RB,GBGB//B,/G,/B,/G/RBB/,/RB,GB"
-33.6984	"/G//B,/G,/B,/G//RB,GBGB//B,/G,/B,/G/RBB/,/RB,GBGB"
-34.3915	"/G//B,/G,/B,/G//RB,GBGB//B,/G,/B,/G/RBB/,/RB,GBGBGB"
-35.0846	"/G//B,/G,/B,/G//RB,GBGB//B,/G,/B,/G/RBB/,/RB,GBGBGBGB"
-35.7778	"/G//B,/G,/B,/G//RB,GBGB//B,/G,/B,/G/RBB/,/RB,GBGBGBGBGB"
-33.0052	"/G//B,/G,/B,/G//RB,GBGBGB//B,/G,/B,/G/RBB/,/RB,"
-33.6984	"/G//B,/G,/B,/G//RB,GBGBGB//B,/G,/B,/G/RBB/,/RB,GB"
-34.3915	"/G//B,/G,/B,/G//RB,GBGBGB//B,/G,/B,/G/RBB/,/RB,GBGB"
-35.0846	"/G//B,/G,/B,/G//RB,GBGBGB//B,/G,/B,/G/RBB/,/RB,GBGBGB"
-35.7778	"/G//B,/G,/B,/G//RB,GBGBGB//B,/G,/B,/G/RBB/,/RB,GBGBGBGB"
-33.6984	"/G//B,/G,/B,/G//RB,GBGBGBGB//B,/G,/B,/G/RBB/,/RB,"
-34.3915	"/G//B,/G,/B,/G//RB,GBGBGBGB//B,/G,/B,/G/RBB/,/RB,GB"
-35.0846	"/G//B,/G,/B,/G//RB,GBGBGBGB//B,/G,/B,/G/RBB/,/RB,GBGB"
